Total of planted triclusters: 6
Number of planted numeric triclusters: 2
Number of planted symbolic triclusters: 1
Number of planted mixed triclusters: 3
Tricluster coverage: 11.208333333333332%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


*** Numeric triclusters *** 

Tricluster #1
 (277, 5, 2), X=[0,3,6,9,15,17,22,24,36,42,50,58,66,67,75,78,94,101,118,119,124,131,132,133,134,135,137,138,139,143,145,151,153,154,157,158,167,178,185,191,192,193,195,200,202,220,239,246,247,249,255,264,284,296,299,315,319,322,328,333,337,340,341,355,356,359,365,366,369,377,390,392,395,397,405,406,408,410,415,433,437,440,443,448,450,455,463,465,468,469,474,475,477,483,484,488,514,517,519,520,521,522,524,527,529,531,553,557,561,571,572,580,582,586,598,599,601,602,608,612,613,623,624,629,634,638,642,647,648,657,675,679,681,705,718,722,729,731,732,735,739,747,749,757,763,777,789,792,807,816,830,838,839,840,841,843,848,849,850,854,856,866,868,871,876,902,917,934,935,944,949,953,962,964,965,977,979,982,984,985,997,1003,1008,1014,1018,1024,1030,1037,1046,1060,1064,1066,1078,1091,1093,1097,1098,1108,1119,1123,1127,1129,1134,1137,1138,1144,1149,1151,1160,1163,1164,1169,1170,1180,1182,1186,1187,1199,1200,1203,1206,1209,1214,1215,1221,1223,1224,1230,1233,1238,1255,1259,1261,1263,1264,1279,1280,1281,1284,1287,1288,1289,1294,1301,1303,1308,1314,1317,1322,1325,1335,1350,1360,1361,1376,1378,1380,1386,1407,1413,1421,1426,1429,1442,1446,1456,1459,1462,1467,1470,1477,1482,1483,1484,1488,1493,1497], Y=[0,2,4,5,6], Z=[0,1], RowPattern=Constant, ColumnPattern=None, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=No Overlapping

Context: 0
X	y0	y2	y4	y5	y6	
x937	8.27	8.27	a	a	c	
x943	8.27	8.27	a	a	c	
x950	8.27	8.27	a	a	c	
x953	8.27	8.27	a	a	c	
x957	8.27	8.27	a	a	c	
x960	8.27	8.27	a	a	c	
x973	8.27	8.27	a	a	c	
x974	8.27	8.27	a	a	c	
x979	8.27	8.27	a	a	c	
x981	8.27	8.27	a	a	c	
x988	8.27	8.27	a	a	c	
x1001	8.27	8.27	a	a	c	
x1005	8.27	8.27	a	a	c	
x1027	8.27	8.27	a	a	c	
x1030	8.27	8.27	a	a	c	
x1047	8.27	8.27	a	a	c	
x1049	8.27	8.27	a	a	c	
x1052	8.27	8.27	a	a	c	
x1053	8.27	8.27	a	a	c	
x1057	8.27	8.27	a	a	c	
x1068	8.27	8.27	a	a	c	
x1070	8.27	8.27	a	a	c	
x1097	8.27	8.27	a	a	c	
x1098	8.27	8.27	a	a	c	
x1101	8.27	8.27	a	a	c	
x1116	8.27	8.27	a	a	c	
x1119	8.27	8.27	a	a	c	
x1120	8.27	8.27	a	a	c	
x1124	8.27	8.27	a	a	c	
x1131	8.27	8.27	a	a	c	
x1136	8.27	8.27	a	a	c	
x1143	8.27	8.27	a	a	c	
x1151	8.27	8.27	a	a	c	
x1156	8.27	8.27	a	a	c	
x1163	8.27	8.27	a	a	c	
x1169	8.27	8.27	a	a	c	
x1170	8.27	8.27	a	a	c	
x1180	8.27	8.27	a	a	c	
x1181	8.27	8.27	a	a	c	
x1199	8.27	8.27	a	a	c	
x1206	8.27	8.27	a	a	c	
x1224	8.27	8.27	a	a	c	
x1230	8.27	8.27	a	a	c	
x1234	8.27	8.27	a	a	c	
x1238	8.27	8.27	a	a	c	
x1244	8.27	8.27	a	a	c	
x1258	8.27	8.27	a	a	c	
x1262	8.27	8.27	a	a	c	
x1263	8.27	8.27	a	a	c	
x1271	8.27	8.27	a	a	c	
x1278	8.27	8.27	a	a	c	
x1283	8.27	8.27	a	a	c	
x1285	8.27	8.27	a	a	c	
x1303	8.27	8.27	a	a	c	
x1305	8.27	8.27	a	a	c	
x1306	8.27	8.27	a	a	c	
x1319	8.27	8.27	a	a	c	
x1325	8.27	8.27	a	a	c	
x1335	8.27	8.27	a	a	c	
x1337	8.27	8.27	a	a	c	
x1345	8.27	8.27	a	a	c	
x1346	8.27	8.27	a	a	c	
x1358	8.27	8.27	a	a	c	
x1359	8.27	8.27	a	a	c	
x1365	8.27	8.27	a	a	c	
x1368	8.27	8.27	a	a	c	
x1385	8.27	8.27	a	a	c	
x1388	8.27	8.27	a	a	c	
x1390	8.27	8.27	a	a	c	
x1394	8.27	8.27	a	a	c	
x1395	8.27	8.27	a	a	c	
x1398	8.27	8.27	a	a	c	
x1401	8.27	8.27	a	a	c	
x1406	8.27	8.27	a	a	c	
x1407	8.27	8.27	a	a	c	
x1413	8.27	8.27	a	a	c	
x1425	8.27	8.27	a	a	c	
x1428	8.27	8.27	a	a	c	
x1434	8.27	8.27	a	a	c	
x1442	8.27	8.27	a	a	c	
x1446	8.27	8.27	a	a	c	
x1460	8.27	8.27	a	a	c	
x1462	8.27	8.27	a	a	c	
x1472	8.27	8.27	a	a	c	
x1481	8.27	8.27	a	a	c	
x1486	8.27	8.27	a	a	c	
x1487	8.27	8.27	a	a	c	
x1491	8.27	8.27	a	a	c	
x1497	8.27	8.27	a	a	c	
x1499	8.27	8.27	a	a	c	

Context: 1
X	y3	y8	y13	y18	y19	
x0	3.46	3.46	a	a	c	
x1	3.46	3.46	a	a	c	
x2	3.46	3.46	a	a	c	
x6	3.46	3.46	a	a	c	
x25	3.46	3.46	a	a	c	
x36	3.46	3.46	a	a	c	
x38	3.46	3.46	a	a	c	
x39	3.46	3.46	a	a	c	
x44	3.46	3.46	a	a	c	
x47	3.46	3.46	a	a	c	
x59	3.46	3.46	a	a	c	
x68	3.46	3.46	a	a	c	
x70	3.46	3.46	a	a	c	
x72	3.46	3.46	a	a	c	
x74	3.46	3.46	a	a	c	
x80	3.46	3.46	a	a	c	
x93	3.46	3.46	a	a	c	
x95	3.46	3.46	a	a	c	
x97	3.46	3.46	a	a	c	
x99	3.46	3.46	a	a	c	
x111	3.46	3.46	a	a	c	
x115	3.46	3.46	a	a	c	
x118	3.46	3.46	a	a	c	
x119	3.46	3.46	a	a	c	
x127	3.46	3.46	a	a	c	
x128	3.46	3.46	a	a	c	
x141	3.46	3.46	a	a	c	
x145	3.46	3.46	a	a	c	
x146	3.46	3.46	a	a	c	
x147	3.46	3.46	a	a	c	
x170	3.46	3.46	a	a	c	
x184	3.46	3.46	a	a	c	
x185	3.46	3.46	a	a	c	
x195	3.46	3.46	a	a	c	
x198	3.46	3.46	a	a	c	
x200	3.46	3.46	a	a	c	
x218	3.46	3.46	a	a	c	
x220	3.46	3.46	a	a	c	
x223	3.46	3.46	a	a	c	
x235	3.46	3.46	a	a	c	
x238	3.46	3.46	a	a	c	
x245	3.46	3.46	a	a	c	
x247	3.46	3.46	a	a	c	
x260	3.46	3.46	a	a	c	
x265	3.46	3.46	a	a	c	
x270	3.46	3.46	a	a	c	
x280	3.46	3.46	a	a	c	
x301	3.46	3.46	a	a	c	
x303	3.46	3.46	a	a	c	
x306	3.46	3.46	a	a	c	
x307	3.46	3.46	a	a	c	
x308	3.46	3.46	a	a	c	
x323	3.46	3.46	a	a	c	
x328	3.46	3.46	a	a	c	
x330	3.46	3.46	a	a	c	
x338	3.46	3.46	a	a	c	
x341	3.46	3.46	a	a	c	
x349	3.46	3.46	a	a	c	
x359	3.46	3.46	a	a	c	
x379	3.46	3.46	a	a	c	
x393	3.46	3.46	a	a	c	
x400	3.46	3.46	a	a	c	
x402	3.46	3.46	a	a	c	
x414	3.46	3.46	a	a	c	
x415	3.46	3.46	a	a	c	
x420	3.46	3.46	a	a	c	
x439	3.46	3.46	a	a	c	
x441	3.46	3.46	a	a	c	
x442	3.46	3.46	a	a	c	
x445	3.46	3.46	a	a	c	
x455	3.46	3.46	a	a	c	
x459	3.46	3.46	a	a	c	
x465	3.46	3.46	a	a	c	
x469	3.46	3.46	a	a	c	
x474	3.46	3.46	a	a	c	
x480	3.46	3.46	a	a	c	
x484	3.46	3.46	a	a	c	
x504	3.46	3.46	a	a	c	
x505	3.46	3.46	a	a	c	
x507	3.46	3.46	a	a	c	
x511	3.46	3.46	a	a	c	
x517	3.46	3.46	a	a	c	
x526	3.46	3.46	a	a	c	
x537	3.46	3.46	a	a	c	
x538	3.46	3.46	a	a	c	
x539	3.46	3.46	a	a	c	
x555	3.46	3.46	a	a	c	
x558	3.46	3.46	a	a	c	
x564	3.46	3.46	a	a	c	
x567	3.46	3.46	a	a	c	
x571	3.46	3.46	a	a	c	
x573	3.46	3.46	a	a	c	
x581	3.46	3.46	a	a	c	
x587	3.46	3.46	a	a	c	
x613	3.46	3.46	a	a	c	
x618	3.46	3.46	a	a	c	
x619	3.46	3.46	a	a	c	
x621	3.46	3.46	a	a	c	
x622	3.46	3.46	a	a	c	
x630	3.46	3.46	a	a	c	
x634	3.46	3.46	a	a	c	
x649	3.46	3.46	a	a	c	
x650	3.46	3.46	a	a	c	
x655	3.46	3.46	a	a	c	
x665	3.46	3.46	a	a	c	
x669	3.46	3.46	a	a	c	
x672	3.46	3.46	a	a	c	
x675	3.46	3.46	a	a	c	
x676	3.46	3.46	a	a	c	
x677	3.46	3.46	a	a	c	
x678	3.46	3.46	a	a	c	
x683	3.46	3.46	a	a	c	
x692	3.46	3.46	a	a	c	
x700	3.46	3.46	a	a	c	
x705	3.46	3.46	a	a	c	
x707	3.46	3.46	a	a	c	
x710	3.46	3.46	a	a	c	
x715	3.46	3.46	a	a	c	
x717	3.46	3.46	a	a	c	
x723	3.46	3.46	a	a	c	
x732	3.46	3.46	a	a	c	
x733	3.46	3.46	a	a	c	
x746	3.46	3.46	a	a	c	
x747	3.46	3.46	a	a	c	
x756	3.46	3.46	a	a	c	
x758	3.46	3.46	a	a	c	
x764	3.46	3.46	a	a	c	
x766	3.46	3.46	a	a	c	
x775	3.46	3.46	a	a	c	
x788	3.46	3.46	a	a	c	
x792	3.46	3.46	a	a	c	
x793	3.46	3.46	a	a	c	
x794	3.46	3.46	a	a	c	
x798	3.46	3.46	a	a	c	
x807	3.46	3.46	a	a	c	
x809	3.46	3.46	a	a	c	
x810	3.46	3.46	a	a	c	
x811	3.46	3.46	a	a	c	
x820	3.46	3.46	a	a	c	
x822	3.46	3.46	a	a	c	
x823	3.46	3.46	a	a	c	
x826	3.46	3.46	a	a	c	
x844	3.46	3.46	a	a	c	
x846	3.46	3.46	a	a	c	
x856	3.46	3.46	a	a	c	
x873	3.46	3.46	a	a	c	
x888	3.46	3.46	a	a	c	
x901	3.46	3.46	a	a	c	
x907	3.46	3.46	a	a	c	
x910	3.46	3.46	a	a	c	
x932	3.46	3.46	a	a	c	
x937	3.46	3.46	a	a	c	
x943	3.46	3.46	a	a	c	
x950	3.46	3.46	a	a	c	
x953	3.46	3.46	a	a	c	
x957	3.46	3.46	a	a	c	
x960	3.46	3.46	a	a	c	
x973	3.46	3.46	a	a	c	
x974	3.46	3.46	a	a	c	
x979	3.46	3.46	a	a	c	
x981	3.46	3.46	a	a	c	
x988	3.46	3.46	a	a	c	
x1001	3.46	3.46	a	a	c	
x1005	3.46	3.46	a	a	c	
x1027	3.46	3.46	a	a	c	
x1030	3.46	3.46	a	a	c	
x1047	3.46	3.46	a	a	c	
x1049	3.46	3.46	a	a	c	
x1052	3.46	3.46	a	a	c	
x1053	3.46	3.46	a	a	c	
x1057	3.46	3.46	a	a	c	
x1068	3.46	3.46	a	a	c	
x1070	3.46	3.46	a	a	c	
x1097	3.46	3.46	a	a	c	
x1098	3.46	3.46	a	a	c	
x1101	3.46	3.46	a	a	c	
x1116	3.46	3.46	a	a	c	
x1119	3.46	3.46	a	a	c	
x1120	3.46	3.46	a	a	c	
x1124	3.46	3.46	a	a	c	
x1131	3.46	3.46	a	a	c	
x1136	3.46	3.46	a	a	c	
x1143	3.46	3.46	a	a	c	
x1151	3.46	3.46	a	a	c	
x1156	3.46	3.46	a	a	c	
x1163	3.46	3.46	a	a	c	
x1169	3.46	3.46	a	a	c	
x1170	3.46	3.46	a	a	c	
x1180	3.46	3.46	a	a	c	
x1181	3.46	3.46	a	a	c	
x1199	3.46	3.46	a	a	c	
x1206	3.46	3.46	a	a	c	
x1224	3.46	3.46	a	a	c	
x1230	3.46	3.46	a	a	c	
x1234	3.46	3.46	a	a	c	
x1238	3.46	3.46	a	a	c	
x1244	3.46	3.46	a	a	c	
x1258	3.46	3.46	a	a	c	
x1262	3.46	3.46	a	a	c	
x1263	3.46	3.46	a	a	c	
x1271	3.46	3.46	a	a	c	
x1278	3.46	3.46	a	a	c	
x1283	3.46	3.46	a	a	c	
x1285	3.46	3.46	a	a	c	
x1303	3.46	3.46	a	a	c	
x1305	3.46	3.46	a	a	c	
x1306	3.46	3.46	a	a	c	
x1319	3.46	3.46	a	a	c	
x1325	3.46	3.46	a	a	c	
x1335	3.46	3.46	a	a	c	
x1337	3.46	3.46	a	a	c	
x1345	3.46	3.46	a	a	c	
x1346	3.46	3.46	a	a	c	
x1358	3.46	3.46	a	a	c	
x1359	3.46	3.46	a	a	c	
x1365	3.46	3.46	a	a	c	
x1368	3.46	3.46	a	a	c	
x1385	3.46	3.46	a	a	c	
x1388	3.46	3.46	a	a	c	
x1390	3.46	3.46	a	a	c	
x1394	3.46	3.46	a	a	c	
x1395	3.46	3.46	a	a	c	
x1398	3.46	3.46	a	a	c	
x1401	3.46	3.46	a	a	c	
x1406	3.46	3.46	a	a	c	
x1407	3.46	3.46	a	a	c	
x1413	3.46	3.46	a	a	c	
x1425	3.46	3.46	a	a	c	
x1428	3.46	3.46	a	a	c	
x1434	3.46	3.46	a	a	c	
x1442	3.46	3.46	a	a	c	
x1446	3.46	3.46	a	a	c	
x1460	3.46	3.46	a	a	c	
x1462	3.46	3.46	a	a	c	
x1472	3.46	3.46	a	a	c	
x1481	3.46	3.46	a	a	c	
x1486	3.46	3.46	a	a	c	
x1487	3.46	3.46	a	a	c	
x1491	3.46	3.46	a	a	c	
x1497	3.46	3.46	a	a	c	
x1499	3.46	3.46	a	a	c	

